domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What is 'Outsourcing' in the context of IS management?,The practice of turning over part or all of an organization's information system management to an external service provider.,cf046340-daf6-46f0-9afc-f1d2d36f739a,What is 'Outsourcing' in the context of IS management?,The practice of turning over part or all of an organization's information system management to an external service provider.,2026-01-28T10:10:46.610469,1,2.36,1,3,7.0,0
"In multi-level security (MAC), what is 'polyinstantiation'?","A practice that allows a database to contain multiple tuples with the same primary key but different sensitivity levels, preventing illicit inference.",c759cbe6-3b89-447d-9793-aef98512e0af,"In multi-level security (MAC), what is 'polyinstantiation'?","A practice that allows a database to contain multiple tuples with the same primary key but different sensitivity levels, preventing illicit inference.",,0,2.5,0,0,7.0,0
"The 'No-Write-Down' rule in MAC policies, also known as the _____, prevents subjects from writing to objects with a lower security classification.",*-property (Star Property),8960b0e5-7ba1-426c-b323-6392d3476446,"The 'No-Write-Down' rule in MAC policies, also known as the _____, prevents subjects from writing to objects with a lower security classification.",*-property (Star Property),,0,2.5,0,0,3.0,1
What is the primary purpose of analytical approaches to process identification?,"To identify an organization's processes using a top-down analysis, starting from external actors and reconstructing the process backwards.",41b407bf-a19a-41aa-bac5-14ccc83a1ca3,What is the primary purpose of analytical approaches to process identification?,"To identify an organization's processes using a top-down analysis, starting from external actors and reconstructing the process backwards.",,0,2.5,0,0,2.0,1
"According to the knowledge pyramid, what is the term for a fact or a measurement that describes a portion of reality?",Data.,8ad8ed0b-3dad-4403-b512-abd8c2ca19a6,"According to the knowledge pyramid, what is the term for a fact or a measurement that describes a portion of reality?",Data.,2026-01-31T09:52:48.243039,6,2.22,2,3,1.0,0
The _____ provides a layered structure showing how higher levels of abstraction like wisdom are built upon lower ones like data.,Knowledge pyramid.,bf384305-1757-4c2d-ad5b-056ee13f8ad7,The _____ provides a layered structure showing how higher levels of abstraction like wisdom are built upon lower ones like data.,Knowledge pyramid.,2026-01-31T09:52:43.872161,6,2.22,2,3,1.0,0
"In an organization, what is the term for everything used—both tangible and intangible—to pursue its objectives?",A resource.,95971c84-0982-4ec6-b9a3-070b4cc66e8c,"In an organization, what is the term for everything used—both tangible and intangible—to pursue its objectives?",A resource.,2026-01-31T09:43:22.358480,6,2.46,2,5,1.0,0
What three characteristics distinguish information from any other company resource?,"It is intangible, non-perishable (not destroyed through use), and self-regenerating (its use generates new information).",448f869d-54ef-4af2-af4b-55b3469ee7b5,What three characteristics distinguish information from any other company resource?,"It is intangible, non-perishable (not destroyed through use), and self-regenerating (its use generates new information).",2026-01-30T12:17:58.115661,6,2.46,2,5,1.0,0
"What is defined as the set of resources, organizational knowledge, procedures, and people organized to manage information relevant to a specific organizational purpose?",An information system.,4c485809-9d60-467b-81f0-990140985679,"What is defined as the set of resources, organizational knowledge, procedures, and people organized to manage information relevant to a specific organizational purpose?",An information system.,2026-01-31T09:33:49.836112,6,2.22,2,3,1.0,0
"According to Anthony's pyramid, what are the three levels of organizational activities and data?","Operational, control (or managerial), and strategic.",f8e622f8-3287-4d1b-a3df-43471aa572f0,"According to Anthony's pyramid, what are the three levels of organizational activities and data?","Operational, control (or managerial), and strategic.",2026-01-31T09:17:57.205625,6,2.22,2,3,1.0,0
"Which type of information system, OLTP or OLAP, is characterized by a large number of short, online transactions (INSERT, UPDATE, DELETE)?",OLTP (On-line Transaction Processing) systems.,6b23033d-c227-4ae7-842a-bd5352aa46bc,"Which type of information system, OLTP or OLAP, is characterized by a large number of short, online transactions (INSERT, UPDATE, DELETE)?",OLTP (On-line Transaction Processing) systems.,2026-01-30T10:43:44.945312,6,2.22,2,3,4.0,0
"Which type of information system, OLTP or OLAP, is used for data processing oriented toward decision support at the planning and strategic levels?",OLAP (On-line Analytical Processing) systems.,95640fbe-9095-4fe1-82ee-31393580716a,"Which type of information system, OLTP or OLAP, is used for data processing oriented toward decision support at the planning and strategic levels?",OLAP (On-line Analytical Processing) systems.,2026-01-30T10:38:54.737938,6,2.22,2,3,4.0,0
"When changes in business objectives are driven by new technologies offering new opportunities, this is known as _____.",Technology push.,e45e9134-5ed5-4e4a-afe6-379bc1546e42,"When changes in business objectives are driven by new technologies offering new opportunities, this is known as _____.",Technology push.,,0,2.5,0,0,1.0,1
"When decisions at the strategic or control level impact technological choices, this is known as _____.",Requirements pull.,3669469e-737b-4be4-b6fa-4046a8cd261d,"When decisions at the strategic or control level impact technological choices, this is known as _____.",Requirements pull.,,0,2.5,0,0,1.0,1
What are the three essential components of an IT-based information system?,"The database (data storage), the applications (business processes), and the user interface.",42f0c70e-bc0d-449e-b09b-8049f7339ec2,What are the three essential components of an IT-based information system?,"The database (data storage), the applications (business processes), and the user interface.",,0,2.5,0,0,1.0,1
"What is defined as the means to analyze and describe an organization in its current and future state from an integrated perspective of strategy, business, and technology?",Enterprise Architecture (EA).,b02a587b-bb4b-4a04-80a3-4c560db4e42f,"What is defined as the means to analyze and describe an organization in its current and future state from an integrated perspective of strategy, business, and technology?",Enterprise Architecture (EA).,2026-01-31T10:03:00.233784,1,2.6,1,5,2.0,0
"In Enterprise Architecture management, what term describes the current architecture of a system?",The 'as-is' architecture.,d5791c95-88ef-4131-a0cf-9af4f6d13c96,"In Enterprise Architecture management, what term describes the current architecture of a system?",The 'as-is' architecture.,2026-01-31T09:53:46.163542,1,2.36,1,3,2.0,0
"In Enterprise Architecture management, what term describes the future, planned architecture of a system?",The 'to-be' architecture.,448dc3b0-9e6c-424a-a023-29d1036cbdb5,"In Enterprise Architecture management, what term describes the future, planned architecture of a system?",The 'to-be' architecture.,,0,2.5,0,0,2.0,1
"What graphical modeling language, proposed by The Open Group, uses a layered and service-oriented approach for Enterprise Architecture?",ArchiMate®.,e05276f0-733f-4357-a0fa-d827dd9da856,"What graphical modeling language, proposed by The Open Group, uses a layered and service-oriented approach for Enterprise Architecture?",ArchiMate®.,2026-01-29T08:49:32.607480,1,2.36,1,3,2.0,1
What are the three core layers in the ArchiMate framework?,"The business layer, the application layer, and the technology layer.",d5bcc9ab-69bf-4a12-a429-c807230a8529,What are the three core layers in the ArchiMate framework?,"The business layer, the application layer, and the technology layer.",2026-01-26T09:29:42.465652,1,2.36,1,3,2.0,1
"In ArchiMate, which layer defines the services as seen by the end user and is conventionally colored yellow?",The business layer.,1404f8b3-9aab-4a74-aab2-da06516ad0f6,"In ArchiMate, which layer defines the services as seen by the end user and is conventionally colored yellow?",The business layer.,,0,2.5,0,0,2.0,1
